drug,cell_line,auc_pset1,auc_pset2,ABC,cluster,SEEDING_DENSITY_gdsc1,SEEDING_DENSITY_gdsc2,density_diff
osi027,cvcl_1242,0.8450028356576507,0.34233516405786324,0.4835136338611949,1,,1000.0,
obatoclaxmesylate,cvcl_1416,0.7827807762641934,0.2776607054680881,0.48341729943074646,1,,325.0,
azd2014,cvcl_0004,0.5112312595060298,0.006603260703334057,0.4832942972478013,1,2000.0,625.0,1375.0
azd2014,cvcl_1154,0.5990677685576172,0.10248061453562374,0.4831513456367206,1,900.0,325.0,575.0
vinblastine,cvcl_1072,0.12534352357335665,0.6384097175584,0.48264381461037864,1,15000.0,400.0,14600.0
bleomycin50um,cvcl_3168,0.7247041416748421,0.22841060211017372,0.48247744625470407,1,550.0,325.0,225.0
elesclomol,cvcl_5884,0.5976781302394386,0.11153903213452598,0.48237421812552594,1,650.0,300.0,350.0
cytarabine,cvcl_2149,0.12712433023187952,0.6120096603730096,0.4822043512901657,1,9000.0,325.0,8675.0
tw37,cvcl_1362,0.5189887373413886,0.06370666856837925,0.48212041384667237,1,3125.0,1250.0,1875.0
obatoclaxmesylate,cvcl_1179,0.7959363503350709,0.3173807124336061,0.4817129323115191,1,,1250.0,
bms754807,cvcl_1200,0.5988960074410186,0.1132602295111973,0.480378619062889,1,,625.0,
navitoclax,cvcl_3116,0.7728576898052044,0.2973979807126823,0.4803132013057345,1,1600.0,325.0,1275.0
navitoclax,cvcl_3116,0.7728576898052044,0.2973979807126823,0.4803132013057345,1,1200.0,325.0,875.0
obatoclaxmesylate,cvcl_0069,0.7299051562262857,0.2061193346391853,0.4801346363622324,1,,500.0,
gemcitabine,cvcl_1080,0.3239052109581283,0.8174772871117605,0.47966404246937927,1,,2500.0,
obatoclaxmesylate,cvcl_1274,0.8020301873846232,0.31340898275957063,0.4792596150134932,1,,625.0,
osi027,cvcl_a555,0.6755013606323739,0.14754614113325049,0.4785298866435691,1,,300.0,
paclitaxel,cvcl_1434,0.6913014992537225,0.18567149299587427,0.47786641339780733,1,,625.0,
obatoclaxmesylate,cvcl_0533,0.7917402040164156,0.30203947105061224,0.4776200127241614,1,,300.0,
tw37,cvcl_1621,0.6116898916252504,0.10930926097549387,0.47761313842337005,1,3200.0,625.0,2575.0
azd2014,cvcl_1058,0.7096825625545861,0.20891019018264267,0.4775228746813321,1,1000.0,1000.0,0.0
bleomycin,cvcl_3302,0.6229501011255061,0.1324912795187394,0.4773878942975097,1,,1500.0,
bms536924,cvcl_1077,0.06726991495958978,0.5920355826448922,0.47602850495064325,1,500.0,250.0,250.0
bms536924,cvcl_1077,0.06726991495958978,0.5920355826448922,0.47602850495064325,1,,250.0,
bleomycin,cvcl_1221,0.7878052496004166,0.30688719439772494,0.4755845723241525,1,,325.0,
dasatinib,cvcl_0379,0.4857109568675202,0.9587293112249118,0.4755216570833203,1,,1250.0,
tanespimycin,cvcl_1403,0.6553840688166686,0.17198967540094812,0.4754771921572502,1,1400.0,1000.0,400.0
azd5582,cvcl_1285,0.6822433393555913,0.1130259510914996,0.47539051385461906,1,500.0,300.0,200.0
azd8055,cvcl_1428,0.26844687137007783,0.7385761043973078,0.4752139863278743,1,6250.0,625.0,5625.0
azd2014,cvcl_2891,0.6448668642056778,0.16666455856682139,0.47444674954179683,1,700.0,300.0,400.0
azd5582,cvcl_1297,0.06942567224893492,0.6082173692672987,0.47423557425308027,1,1300.0,400.0,900.0
azd2014,cvcl_0630,0.6714840701830829,0.21361882636322616,0.474145101869463,1,1600.0,500.0,1100.0
foretinib,cvcl_1434,0.6131442790532585,0.08924168214166173,0.47413375651383804,1,,625.0,
bms754807,cvcl_0548,0.703956441540315,0.2397358724557509,0.47404805873634653,1,,1000.0,
bms754807,cvcl_1360,0.5758179036315239,0.0833527381786272,0.47356402863670005,1,,500.0,
azd2014,cvcl_1775,0.7321296251856046,0.25077824310643626,0.4731324772523578,1,1600.0,625.0,975.0
azd2014,cvcl_2193,0.597889504083366,0.11392817436266911,0.47257865942286176,1,800.0,625.0,175.0
sn38,cvcl_1078,0.7684265457133364,0.30548768116778635,0.47253114541357355,1,400.0,300.0,100.0
azd2014,cvcl_1624,0.526552071097939,0.012439946743541763,0.4724940255158029,1,250.0,150.0,100.0
tanespimycin,cvcl_2891,0.71097560244191,0.19967287387891652,0.4723950746879502,1,700.0,300.0,400.0
entinostat,cvcl_1511,0.5903902021605634,0.08626278806631482,0.47207084739941235,1,,250.0,
talazoparib,cvcl_1231,0.6497797508727854,0.13308060802900346,0.4715896565166833,1,400.0,300.0,100.0
bleomycin50um,cvcl_2784,0.7421270677374707,0.26710906437996873,0.47158346905189324,1,1400.0,150.0,1250.0
vinorelbine,cvcl_1187,0.08135905457321568,0.5675580949216591,0.47135979741510486,1,,150.0,
bortezomib,cvcl_1202,0.915499061577181,0.4413692802686292,0.47061013584470773,1,,300.0,
osi027,cvcl_1203,0.6980118555786878,0.19994206840745998,0.4700852903271323,1,,625.0,
azd2014,cvcl_0207,0.7476794103320538,0.29298574228654484,0.4698847897967013,1,5000.0,1250.0,3750.0
tw37,cvcl_3768,0.5125545074571373,0.026639728524511908,0.469482395281948,1,1400.0,625.0,775.0
obatoclaxmesylate,cvcl_3041,0.7311285819652336,0.2661252670143638,0.4688453737164791,1,,400.0,
bosutinib,cvcl_0379,0.3425320744681978,0.8495390968951304,0.4683680791452143,1,50000.0,1250.0,48750.0
bosutinib,cvcl_0379,0.3425320744681978,0.8495390968951304,0.4683680791452143,1,25000.0,1250.0,23750.0
bleomycin,cvcl_1508,0.7764971037184583,0.3209534929322847,0.4683367405110318,1,,400.0,
bleomycin,cvcl_1699,0.014887130366453727,0.47629290467469565,0.4679644771027019,1,,5000.0,
bleomycin,cvcl_0126,0.8037793500140078,0.32454576173065064,0.4678695936067706,1,,625.0,
osi027,cvcl_1081,0.5073447968894742,0.01090629320846237,0.46695633014982063,1,,625.0,
sepantroniumbromide,cvcl_1553,0.42965318724640755,0.8994678644159992,0.4667733315778856,1,,200.0,
foretinib,cvcl_2207,0.5115441755799216,8.391870610857666e-05,0.4663103091630925,1,,2500.0,
lestaurtinib,cvcl_1079,0.16558368381099553,0.6315076316499398,0.46599046518678494,1,20000.0,625.0,19375.0
pevonedistat,cvcl_1229,0.5997110315602165,0.12593990411412703,0.46595402309272155,1,350.0,625.0,275.0
cytarabine,cvcl_1198,0.7014202789290153,0.19972278758607165,0.46520420267441753,1,700.0,325.0,375.0
cytarabine,cvcl_1198,0.7014202789290153,0.19972278758607165,0.46520420267441753,1,600.0,325.0,275.0
cytarabine,cvcl_1198,0.7014202789290153,0.19972278758607165,0.46520420267441753,1,400.0,325.0,75.0
refametinib,cvcl_1305,0.11700877522247499,0.6112761817511452,0.4650177649252873,1,8000.0,100.0,7900.0
refametinib,cvcl_1305,0.11700877522247499,0.6112761817511452,0.4650177649252873,1,5500.0,100.0,5400.0
osi027,cvcl_1062,0.8131981376528105,0.34459886371038073,0.46490046821679815,1,,325.0,
osi027,cvcl_1419,0.6585284466579169,0.20024204013057345,0.46485754391197504,1,,1250.0,
sepantroniumbromide,cvcl_0234,0.2632610807861745,0.73974731937041,0.4647846237578119,1,,300.0,
talazoparib,cvcl_0092,0.13877670096262562,0.5940695407731093,0.4640529476683716,1,25000.0,625.0,24375.0
bortezomib,cvcl_1692,0.8214970336973221,0.3576004344954218,0.4638447874320538,1,,325.0,
bortezomib,cvcl_1764,0.6089134138807046,0.11816903108470844,0.4635892356769812,1,,325.0,
bleomycin50um,cvcl_0042,0.581549945961449,0.06735766947328015,0.4634413316142648,1,600.0,625.0,25.0
osi027,cvcl_0207,0.7631684636673695,0.29282780645754214,0.46323969580945207,1,,1250.0,
tw37,cvcl_1692,0.554051215044132,0.057911403354248714,0.4631742033253269,1,1600.0,325.0,1275.0
bortezomib,cvcl_2124,0.5225303704209006,0.15841090022579019,0.4620798618526273,1,,3000.0,
obatoclaxmesylate,cvcl_1266,0.8973061917654255,0.4105497428258471,0.4614509768380821,1,,400.0,
vinorelbine,cvcl_1060,0.5777544167176529,0.09999755736187,0.4614202969280292,1,,300.0,
obatoclaxmesylate,cvcl_1380,0.9587477425779665,0.4556954809755255,0.4609229656358997,1,,1500.0,
vinblastine,cvcl_1797,0.08460072046259193,0.5823421557317965,0.46065303757537573,1,25000.0,400.0,24600.0
vinblastine,cvcl_1797,0.08460072046259193,0.5823421557317965,0.46065303757537573,1,6250.0,400.0,5850.0
bms536924,cvcl_1694,0.5264629234553985,0.0314727752480245,0.4604480710795956,1,,625.0,
tw37,cvcl_1443,0.5864577192674509,0.08040642615425209,0.4601933917884552,1,1600.0,150.0,1450.0
bms345541,cvcl_1380,0.6860709793817101,0.1932240030547272,0.45993616030275614,1,,1500.0,
cytarabine,cvcl_1075,0.3724027522888044,0.8350321627652099,0.4598376811227077,1,50000.0,1250.0,48750.0
cytarabine,cvcl_1075,0.3724027522888044,0.8350321627652099,0.4598376811227077,1,25000.0,1250.0,23750.0
cytarabine,cvcl_1075,0.3724027522888044,0.8350321627652099,0.4598376811227077,1,,1250.0,
mg132,cvcl_1153,0.4794879983831114,0.05268570038313891,0.4597284440962998,1,,325.0,
luminespib,cvcl_1721,0.6677346624213978,0.21740834216668226,0.45969119588576707,1,,200.0,
sorafenib,cvcl_1120,0.5069863956950322,0.02539944374265979,0.4595807727778576,1,,1250.0,
gemcitabine,cvcl_c173,0.7945846471785295,0.31911891895226685,0.459343791043188,1,500.0,300.0,200.0
gemcitabine,cvcl_c173,0.7945846471785295,0.31911891895226685,0.459343791043188,1,,300.0,
daporinad,cvcl_1566,0.48169204932046894,0.9410859682196737,0.4589594272010329,1,4000.0,300.0,3700.0
entinostat,cvcl_rn32,0.5677504049276016,0.1353868866218071,0.4587621451288492,1,,1250.0,
luminespib,cvcl_1051,0.6933036065568781,0.218438662271494,0.4586164245673515,1,,150.0,
osi027,cvcl_1176,0.7470405745822037,0.25955961053413945,0.4585030611898905,1,,150.0,
lestaurtinib,cvcl_1078,0.6465074207405292,0.19996925710035918,0.45835894880680167,1,400.0,300.0,100.0
osi027,cvcl_1703,0.7682990151046594,0.27172749437706045,0.45819363960114345,1,,325.0,
obatoclaxmesylate,cvcl_2213,0.07398866812222549,0.5366189570527103,0.45792595752458093,1,,400.0,
vinblastine,cvcl_1693,0.07650672510880718,0.5350481359011663,0.4579207755405825,1,6000.0,625.0,5375.0
sepantroniumbromide,cvcl_1125,0.255605409219824,0.7440430934350294,0.45723705656337427,1,,625.0,
tw37,cvcl_1444,0.7544293556606456,0.23201678356217692,0.457089796434386,1,1600.0,625.0,975.0
trametinib,cvcl_1288,0.7641760985977323,0.29537327776959865,0.4568319840752283,1,300.0,150.0,150.0
obatoclaxmesylate,cvcl_1553,0.02675812848667658,0.4722022916290859,0.45680875700270157,1,,200.0,
bortezomib,cvcl_1435,0.6548694984875223,0.21520496598714056,0.456751315946912,1,,150.0,
obatoclaxmesylate,cvcl_1619,0.8901436826661195,0.4123305212874159,0.45642322276483566,1,,625.0,
bleomycin50um,cvcl_1393,0.9125589887749295,0.45447694495350244,0.4561963488361864,1,1250.0,1250.0,0.0
bortezomib,cvcl_1726,0.5151774279970043,0.0403008473023414,0.45576961374740066,1,,500.0,
elesclomol,cvcl_1713,0.2535449284071738,0.7039229614496811,0.4554507201315629,1,20000.0,2500.0,17500.0
cytarabine,cvcl_1490,0.5462762154104222,0.09872033720007889,0.4549990801576724,1,1000.0,625.0,375.0
osi027,cvcl_0234,0.594008555300898,0.13714788831603553,0.45457754716617427,1,,300.0,
bleomycin50um,cvcl_0291,0.8172742066437213,0.34137223636659864,0.45450959944973746,1,200.0,125.0,75.0
dasatinib,cvcl_1407,0.5381800798727976,0.10665572893997344,0.45395278534945777,1,,500.0,
sepantroniumbromide,cvcl_1134,0.49969133996339066,0.9585043143872798,0.4536443194175746,1,,300.0,
sepantroniumbromide,cvcl_1164,0.4357469644223948,0.8493476345645862,0.4534880273740168,1,,300.0,
bleomycin50um,cvcl_1112,0.7442728458033367,0.2917039794486216,0.4531534120286398,1,250.0,200.0,50.0
gemcitabine,cvcl_0031,0.5941040188469229,0.1418714715397319,0.45308926968007646,1,800.0,475.0,325.0
gemcitabine,cvcl_0031,0.5941040188469229,0.1418714715397319,0.45308926968007646,1,,475.0,
daporinad,cvcl_1702,0.2529443068008903,0.6898077109762313,0.45306850420178013,1,2000.0,625.0,1375.0
cytarabine,cvcl_1103,0.09462740912499978,0.5311395119364237,0.45295947724004687,1,17500.0,1250.0,16250.0
lestaurtinib,cvcl_1122,0.6940583514748552,0.20862654197908959,0.45248933221595045,1,300.0,625.0,325.0
tanespimycin,cvcl_3613,0.8053760393812199,0.30826603022652643,0.451820144598394,1,650.0,200.0,450.0
mk2206,cvcl_1604,0.5752490704670614,0.12615048724485856,0.4508634078545862,1,1700.0,625.0,1075.0
sepantroniumbromide,cvcl_1371,0.1668681607444895,0.6860178596200575,0.4506080046833079,1,,325.0,
sepantroniumbromide,cvcl_1693,0.3005887562437557,0.7493242734434489,0.4503375969550752,1,,625.0,
osi027,cvcl_1132,0.6472944244395331,0.17312337677108125,0.4501637819424585,1,,900.0,
docetaxel,cvcl_2060,0.6582777630153203,0.14984329755733616,0.45015016647926864,1,200.0,150.0,50.0
dactolisib,cvcl_1485,0.6918316186750989,0.24937959714442415,0.45005618488410176,1,3200.0,625.0,2575.0
cytarabine,cvcl_1508,0.7107689937792641,0.24850184722794166,0.45003235014245746,1,800.0,400.0,400.0
azd5582,cvcl_1775,0.6402277578991884,0.04518122648174161,0.4499782292334968,1,1600.0,625.0,975.0
vx11e,cvcl_1448,0.13944109561103413,0.6142794255178259,0.44954671920690625,1,,300.0,
osi027,cvcl_1426,0.68164014869175,0.19529056493576524,0.449506369447203,1,,325.0,
bleomycin50um,cvcl_1727,0.5529422985181482,0.07968753878727952,0.4494586434822188,1,1800.0,1250.0,550.0
entinostat,cvcl_1691,0.608190984293695,0.16385545351133324,0.4491490926240949,1,,150.0,
sepantroniumbromide,cvcl_0031,0.48604435249838285,0.9334712056032337,0.4488350907151877,1,,800.0,
azd2014,cvcl_1081,0.6510155184781168,0.1836446325282438,0.44822992964592717,1,6250.0,625.0,5625.0
bleomycin50um,cvcl_0533,0.8654405257569231,0.42105560821287813,0.44743413870026555,1,350.0,300.0,50.0
azd5438,cvcl_0313,0.4576126989681889,0.01225523309527965,0.4473502847718122,1,1500.0,325.0,1175.0
azd5438,cvcl_0313,0.4576126989681889,0.01225523309527965,0.4473502847718122,1,1000.0,325.0,675.0
luminespib,cvcl_1320,0.12425131862861072,0.5463338706787206,0.44716350048234177,1,,400.0,
obatoclaxmesylate,cvcl_1559,0.7150214275402105,0.2363763203814715,0.44696816260950856,1,,325.0,
mk2206,cvcl_1881,0.6933917532017666,0.22183111190609717,0.4469650291923558,1,15000.0,400.0,14600.0
bms754807,cvcl_1590,0.5078373436599508,0.0781943284186416,0.4468369343219424,1,,1250.0,
osi027,cvcl_0479,0.8514855450666738,0.36851062803541623,0.4468261717070751,1,,200.0,
bms754807,cvcl_1109,0.573593727607514,0.1290566669090516,0.44677979191401546,1,,150.0,
osi027,cvcl_0001,0.6097091933873562,0.13656789121856605,0.44652215960774105,1,,400.0,
azd2014,cvcl_1380,0.6277091798991898,0.19093294766317392,0.4463501490191593,1,9000.0,1500.0,7500.0
elesclomol,cvcl_5993,0.5084929272991102,0.013208231951628568,0.44630482562002616,1,700.0,150.0,550.0
osi027,cvcl_1596,0.6348644587527965,0.14178213676701423,0.4462803690760243,1,,625.0,
obatoclaxmesylate,cvcl_1717,0.7858246712320834,0.3005891043778096,0.4462496834057591,1,,625.0,
sn38,cvcl_3302,0.4192886820742221,0.9135261471995983,0.4454543483434357,1,35000.0,1500.0,33500.0
sn38,cvcl_3302,0.4192886820742221,0.9135261471995983,0.4454543483434357,1,25000.0,1500.0,23500.0
bortezomib,cvcl_1464,0.5627189775266247,0.09813696538034133,0.445308370509233,1,,625.0,
obatoclaxmesylate,cvcl_w798,0.8743868008299239,0.41029371753498245,0.4448989323032244,1,,100.0,
obatoclaxmesylate,cvcl_1793,0.8560849358576192,0.3979813504405775,0.443999580204457,1,,400.0,
azd2014,cvcl_0533,0.5954817872074174,0.1501788099887259,0.4439570419622498,1,350.0,300.0,50.0
osi027,cvcl_1079,0.8187184724073732,0.37390489862121,0.44360461704919824,1,,625.0,
bortezomib,cvcl_rn32,0.4805472975737183,0.02126972893344259,0.4434620043430379,1,,1250.0,
bortezomib,cvcl_1773,0.6544032405313746,0.16741351702203477,0.44336118094579147,1,,300.0,
bleomycin,cvcl_1629,0.9218940605707988,0.46627707220332215,0.4432878433164027,1,,200.0,
obatoclaxmesylate,cvcl_1255,0.7879129522452247,0.2894812213183071,0.4431853336476078,1,,325.0,
cytarabine,cvcl_1714,0.2778077895087999,0.7442845383047205,0.44301674633972277,1,50000.0,625.0,49375.0
cytarabine,cvcl_1714,0.2778077895087999,0.7442845383047205,0.44301674633972277,1,25000.0,625.0,24375.0
osi027,cvcl_1844,0.6902781353099585,0.24900492322835055,0.4428354455859148,1,,1000.0,
bortezomib,cvcl_1767,0.6235918499393194,0.223693572400258,0.44259748775025953,1,,400.0,
bleomycin50um,cvcl_1102,0.663544234531554,0.19387694002904032,0.442537017356288,1,600.0,625.0,25.0
bleomycin50um,cvcl_1102,0.663544234531554,0.19387694002904032,0.442537017356288,1,250.0,625.0,375.0
obatoclaxmesylate,cvcl_1066,0.5664438142571202,0.07981119087557742,0.4425182853568227,1,,625.0,
gemcitabine,cvcl_0006,0.36891099713112485,0.8339669381244255,0.44242235795673485,1,19000.0,1000.0,18000.0
gemcitabine,cvcl_0006,0.36891099713112485,0.8339669381244255,0.44242235795673485,1,,1000.0,
osi027,cvcl_1732,0.5731281243463147,0.13398852992614685,0.442239316419796,1,,325.0,
tw37,cvcl_1700,0.5000816907977005,0.06860772069690169,0.44223121239627555,1,1000.0,625.0,375.0
obatoclaxmesylate,cvcl_3004,0.7317844298317264,0.2938225585885227,0.4422000599926569,1,,400.0,
azd5582,cvcl_0324,0.6567100244745345,0.12270401182637958,0.44210505392096616,1,700.0,300.0,400.0
navitoclax,cvcl_2208,0.7708147502501677,0.35254990748324333,0.4420446002530683,1,15000.0,1250.0,13750.0
azd5438,cvcl_2060,0.5755790155132935,0.13629914276337496,0.44168914995396286,1,350.0,150.0,200.0
pd0325901,cvcl_6357,0.8403418340852306,0.3972334774953483,0.44157857973124126,1,1200.0,300.0,900.0
pd0325901,cvcl_6357,0.8403418340852306,0.3972334774953483,0.44157857973124126,1,1000.0,300.0,700.0
bosutinib,cvcl_1126,0.23066119940679486,0.6725338285048621,0.4413367360232808,1,25000.0,800.0,24200.0
bosutinib,cvcl_1126,0.23066119940679486,0.6725338285048621,0.4413367360232808,1,20000.0,800.0,19200.0
bosutinib,cvcl_1126,0.23066119940679486,0.6725338285048621,0.4413367360232808,1,7500.0,800.0,6700.0
bosutinib,cvcl_1126,0.23066119940679486,0.6725338285048621,0.4413367360232808,1,6250.0,800.0,5450.0
azd2014,cvcl_1405,0.6718060722113685,0.24636788578784985,0.44099763630508043,1,3000.0,625.0,2375.0
vinorelbine,cvcl_1568,0.07125908711746498,0.49909830005655764,0.44076568219456297,1,,1500.0,
bortezomib,cvcl_1822,0.5452617125217074,0.09721989804115627,0.4406648297594778,1,,5000.0,
sn38,cvcl_1673,0.6200077466601551,0.19214330873639907,0.4406423104213848,1,400.0,300.0,100.0
sn38,cvcl_1673,0.6200077466601551,0.19214330873639907,0.4406423104213848,1,350.0,300.0,50.0
obatoclaxmesylate,cvcl_1377,0.8158120719831103,0.36315435384093664,0.44063815498298026,1,,1250.0,
foretinib,cvcl_1644,0.5493535603954673,0.0900978850108426,0.4403688464151686,1,,625.0,
methotrexate,cvcl_1658,0.1547180837637665,0.5294459140766481,0.43972145740631585,1,1000.0,625.0,375.0
bleomycin,cvcl_0428,0.7469538270170754,0.3176749529238214,0.439298565460312,1,,300.0,
obatoclaxmesylate,cvcl_1349,0.8867141214943548,0.434930775923702,0.4391142229780234,1,,300.0,
azd2014,cvcl_2060,0.6797746221770375,0.23284038865863887,0.4389887914433804,1,350.0,150.0,200.0
azd8055,cvcl_1621,0.12861349562156088,0.569860382310069,0.43897782265454016,1,3200.0,625.0,2575.0
ibet762,cvcl_1448,0.122329468251554,0.5321405089553979,0.438949394688849,1,,300.0,
bortezomib,cvcl_1624,0.6933316878230547,0.20601716493849864,0.438698046837841,1,,150.0,
foretinib,cvcl_0538,0.3109310065453834,0.6123603071761188,0.43869044191595596,1,,250.0,
bortezomib,cvcl_1673,0.5981023869573545,0.2006391550008232,0.43861364920787377,1,,300.0,
trametinib,cvcl_2856,0.7277057566518447,0.2931956109501712,0.4384963478992058,1,800.0,300.0,500.0
azd5438,cvcl_1192,0.5664246710418422,0.13299480590991786,0.4384475863949063,1,1800.0,400.0,1400.0
plx4720,cvcl_1135,0.010020007206550385,0.47544183533553375,0.43838458361230387,1,1600.0,300.0,1300.0
obatoclaxmesylate,cvcl_5160,0.7269054766307201,0.23732311964701802,0.43835936326674485,1,,300.0,
obatoclaxmesylate,cvcl_1670,0.7062560611574713,0.25401148787606476,0.4383333887657453,1,,625.0,
bleomycin50um,cvcl_1604,0.9737834927389568,0.49604518981770807,0.43828662159011456,1,1700.0,625.0,1075.0
bleomycin50um,cvcl_1604,0.9737834927389568,0.49604518981770807,0.43828662159011456,1,1600.0,625.0,975.0
tw37,cvcl_0533,0.7294880251259417,0.27344156797836183,0.4379543059212717,1,400.0,300.0,100.0
bortezomib,cvcl_1366,0.6497787408086115,0.21240699094470616,0.437947075967482,1,,625.0,
vinorelbine,cvcl_d284,0.6135982366673455,0.1740537876008097,0.4376291015826649,1,,400.0,
vinblastine,cvcl_1619,0.2394225858541864,0.705672859058778,0.4373484182384224,1,25000.0,625.0,24375.0
vinblastine,cvcl_1619,0.2394225858541864,0.705672859058778,0.4373484182384224,1,12500.0,625.0,11875.0
azd2014,cvcl_1551,0.5645923234842404,0.09471342604261679,0.437027803883007,1,1000.0,1250.0,250.0
obatoclaxmesylate,cvcl_0060,0.7988650890117884,0.3039213608415735,0.43679463968215215,1,,200.0,
azd2014,cvcl_3002,0.5578920843397951,0.06470336364827156,0.4366744386198607,1,700.0,250.0,450.0
paclitaxel,cvcl_1149,0.22901698257837133,0.6645377819068512,0.43665732078397673,1,,625.0,
